"from_EX_lys__L_e","to_EX_lys__L_e","undir_EX_lys__L_e","ID","Name","Equation","ExEquation","Balance","Boundary","GRR","Type","Flux","ec-code","rhea","kegg.reaction","bigg.reaction","reactome.reaction","sbo","biocyc","seed.reaction","sabiork","metanetx.reaction","Reduced Cost"
∞,∞,∞,"PENGt1","Penicillin transport via outer membrane porin","peng_e <=> peng_p","Penicillin G C16H18N2O4S <=> Penicillin G C16H18N2O4S","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"PENGt1",,"SBO:0000185",,,,"MNXR102484",0
∞,∞,∞,"6APAt1","6 aminopenicillanic acid transport via outer membrane porin","6apa_e <=> 6apa_p","6 Aminopenicillanic acid C8H12N2O3S <=> 6 Aminopenicillanic acid C8H12N2O3S","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"6APAt1",,"SBO:0000185",,,,"MNXR95094",0
10,10,10,"ALAtex","L-alanine transport via diffusion (extracellular to periplasm)","ala__L_e <=> ala__L_p","L-Alanine <=> L-Alanine","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"ALAtex",,"SBO:0000185",,"rxn08104|rxn10921|rxn13221","10375","MNXR95706",-0
14,14,14,"ETHAtex","Ethanolamine transport via diffusion (extracellular)","etha_e <=> etha_p","Ethanolamine <=> Ethanolamine","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,"32750|32749|32747|32748",,"ETHAtex",,"SBO:0000185","META:TRANS-RXN0-476","rxn08424|rxn10841",,"MNXR97974",0
∞,∞,∞,"CLBtex","Cellobiose transport transport via diffusion extracellular to periplasm ","cellb_e <=> cellb_p","Cellobiose <=> Cellobiose","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"CLBtex",,"SBO:0000185",,,,"MNXR96760",0
14,14,14,"ETHSO3tex","Ethanesulfonate transport via diffusion (extracellular to periplasm)","ethso3_e <=> ethso3_p","Ethanesulfonate <=> Ethanesulfonate","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"ETHSO3tex",,"SBO:0000185",,"rxn08426",,"MNXR97978",0
14,14,14,"ETOHtex","Ethanol transport via diffusion (extracellular to periplasm)","etoh_e <=> etoh_p","Ethanol <=> Ethanol","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,"35269|35267|35270|35268",,"ETOHtex",,"SBO:0000185","META:TRANS-RXN0-546","rxn09683|rxn08428|rxn09764",,"MNXR97980",0
10,10,10,"PROtex","L-proline transport via diffusion (extracellular to periplasm)","pro__L_e <=> pro__L_p","L-Proline <=> L-Proline","{}",0,"Y7U_RS07240 or Y7U_RS11575 or Y7U_RS01230 or Y7U_RS04825","reaction",0,,,,"PROtex",,"SBO:0000185",,"rxn09720|rxn09193|rxn11339|rxn10945","12183|13974","MNXR103213",0.00000000000000010040487304235278
∞,∞,∞,"SALCNtex","Salicin transport transport via diffusion extracellular to periplasm ","salcn_e <=> salcn_p","Salicin C13H18O7 <=> Salicin C13H18O7","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"SALCNtex",,"SBO:0000185",,,,"MNXR104264",0
12,12,12,"PLIPA2E120pp","Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)","h2o_p + pe120_p --> 1agpe120_p + ddca_p + h_p","H2O H2O + Phosphatidylethanolamine (didodecanoyl, n-C12:0) --> 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + Dodecanoate (n-C12:0) + H+","{}",0,"Y7U_RS17950","reaction",0,,,,"PLIPA2E120pp",,"SBO:0000176",,,,"MNXR102996",0
∞,∞,∞,"RAFFtex","Raffinose transport transport via diffusion extracellular to periplasm ","raffin_e <=> raffin_p","Raffinose C18H32O16 <=> Raffinose C18H32O16","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"RAFFtex",,"SBO:0000185",,,,"MNXR103418",0
∞,∞,∞,"GALAMtex","D Galactosamine transport transport via diffusion extracellular to periplasm ","galam_e <=> galam_p","D Galactosamine C6H13NO5 <=> D Galactosamine C6H13NO5","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"GALAMtex",,"SBO:0000185",,,,"MNXR99933",0
10,10,10,"LEUtex","L-leucine transport via diffusion (extracellular to periplasm)","leu__L_e <=> leu__L_p","L-Leucine <=> L-Leucine","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"LEUtex",,"SBO:0000185","META:RXN66-447","rxn08786|rxn11003","13056","MNXR101057",-0
12,12,12,"F6Ptex","Fructose 6-phosphate transport via diffusion (extracellular to periplasm)","f6p_e <=> f6p_p","D-Fructose 6-phosphate <=> D-Fructose 6-phosphate","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"F6Ptex",,"SBO:0000185",,,,"MNXR99076",-0
14,14,14,"PNTOtex","Pantothenate transport via diffusion (extracellular to periplasm)","pnto__R_e <=> pnto__R_p","(R)-Pantothenate <=> (R)-Pantothenate","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,"34978|34975|34976|34977",,"PNTOtex",,"SBO:0000185",,"rxn09166",,"MNXR103051",0
12,12,12,"FALDtex","Formaldehyde transport via diffusion (extracellular to periplasm)","fald_e <=> fald_p","Formaldehyde <=> Formaldehyde","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"FALDtex",,"SBO:0000185",,"rxn08461|rxn08462",,"MNXR99238",0
18,18,18,"ALLTNtex","Allantoin transport via diffusion (extracellular to periplasm)","alltn_e <=> alltn_p","Allantoin <=> Allantoin","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"ALLTNtex",,"SBO:0000185","META:TRANS-RXN0-557","rxn08117|rxn09698",,"MNXR95771",0
14,14,14,"PPALtex","Propanal transport via diffusion (extracellular to periplasm)","ppal_e <=> ppal_p","Propanal <=> Propanal","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"PPALtex",,"SBO:0000185",,"rxn09169|rxn09170",,"MNXR103071",0
18,18,18,"ALLtex","Allose transport via diffusion (extracellular to periplasm)","all__D_e <=> all__D_p","D-Allose <=> D-Allose","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"ALLtex",,"SBO:0000185",,"rxn08115",,"MNXR95776",0
12,12,12,"PPAtex","Propionate transport via diffusion","ppa_e <=> ppa_p","Propionate (n-C3:0) <=> Propionate (n-C3:0)","{}",0,"Y7U_RS07240 or Y7U_RS04825 or Y7U_RS11575 or Y7U_RS01230","reaction",0,,,,"PPAtex",,"SBO:0000185",,,,"MNXR103094",0
14,14,14,"PSCLYStex","Psicoselysine transporter via diffusion (extracellular)","psclys_e <=> psclys_p","Psicoselysine <=> Psicoselysine","{}",0,"Y7U_RS11575 or Y7U_RS07240 or Y7U_RS01230 or Y7U_RS04825","reaction",0,,"28450|28453|28451|28452",,"PSCLYStex",,"SBO:0000185","META:TRANS-RXN0-418","rxn09196",,"MNXR103228",0
12,12,12,"ECOAH8","3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)","3hodcoa_c <=> h2o_c + od2coa_c","(S)-3-Hydroxyoctadecanoyl-CoA <=> H2O H2O + Trans-Octadec-2-enoyl-CoA","{}",0,"Y7U_RS17835 or Y7U_RS12250","reaction",0,"4.2.1.134|4.2.1.17",,,"ECOAH8",,"SBO:0000176",,"rxn08413",,"MNXR97893",-0
8,8,8,"IG3PS","Imidazole-glycerol-3-phosphate synthase","gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c","L-Glutamine + 5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide --> 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide + D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate + L-Glutamate + H+","{}",0,"Y7U_RS10580 and Y7U_RS10590","reaction",0,"4.1.3.-|4.3.2.M2|2.4.2.-","24796|24794|24793|24795","R04558","IG3PS",,"SBO:0000176","META:GLUTAMIDOTRANS-RXN","rxn03135","4234","MNXR100811",-0.0000000000000000971445146547012
10,10,10,"PA161abcpp","Phosphatidate transport via ABC system (n-C16:1, periplasm)","atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate --> ADP C10H12N5O10P2 + H+ + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PA161abcpp",,"SBO:0000185",,"rxn09057",,"MNXR102308",0
12,12,12,"PLIPA2E140pp","Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)","h2o_p + pe140_p --> 1agpe140_p + h_p + ttdca_p","H2O H2O + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) --> 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + H+ + Tetradecanoate (n-C14:0)","{}",0,"Y7U_RS17950","reaction",0,,,,"PLIPA2E140pp",,"SBO:0000176",,,,"MNXR102997",0.0000000000000008881784197001252
10,10,10,"PA160abcpp","Phosphatidate transport via ABC system (n-C16:0, periplasm)","atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate --> ADP C10H12N5O10P2 + H+ + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PA160abcpp",,"SBO:0000185",,"rxn09056",,"MNXR102307",0
10,10,10,"PA180abcpp","Phosphatidate transport via ABC system (n-C18:0, periplasm)","atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate --> ADP C10H12N5O10P2 + H+ + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PA180abcpp",,"SBO:0000185",,"rxn09058",,"MNXR102309",0
10,10,10,"PA181abcpp","Phosphatidate transport via ABC system (n-C18:1, periplasm)","atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate --> ADP C10H12N5O10P2 + H+ + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PA181abcpp",,"SBO:0000185",,"rxn09059",,"MNXR102310",0
20,20,20,"PPPNtex","3-phenylpropionate transport via diffusion (extracellular to periplasm)","pppn_e <=> pppn_p","Phenylpropanoate <=> Phenylpropanoate","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,"29748|29750|29749|29747",,"PPPNtex",,"SBO:0000185","META:TRANS-RXN0-282","rxn09183",,"MNXR103136",0
12,12,12,"ANHGMtex","GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm)","anhgm_e <=> anhgm_p","N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid <=> N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"ANHGMtex",,"SBO:0000185",,"rxn08135",,"MNXR95839",0
14,14,14,"PPTtex","Phosphonate transport via diffusion (extracellular to periplasm)","ppt_e <=> ppt_p","Phosphonate <=> Phosphonate","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"PPTtex",,"SBO:0000185",,"rxn09185",,"MNXR103151",-0
12,12,12,"PE120abcpp","Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)","atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylethanolamine (didodecanoyl, n-C12:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylethanolamine (didodecanoyl, n-C12:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PE120abcpp",,"SBO:0000185",,,,"MNXR102441",0.0000000000000004440892098500626
12,12,12,"PE140abcpp","Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)","atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PE140abcpp",,"SBO:0000185",,,,"MNXR102442",0
10,10,10,"FE3tex","Iron (III) transport via diffusion (extracellular to periplasm)","fe3_e <=> fe3_p","Iron (Fe3+) <=> Iron (Fe3+)","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,"34973|34972|34974|34971",,"FE3tex","R-RNO-442368|R-HSA-442368|R-BTA-442368|R-SSC-442368|R-MMU-442368|R-CFA-442368|R-GGA-442368|R-TGU-442368","SBO:0000185",,"rxn05292|rxn08492",,"MNXR99522",-0
12,12,12,"PE141abcpp","Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)","atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1) --> ADP C10H12N5O10P2 + H+ + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PE141abcpp",,"SBO:0000185",,,,"MNXR102443",0.0000000000000008881784197001252
14,14,14,"PLIPA2E141pp","Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)","h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p","H2O H2O + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1) --> 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + H+ + Tetradecenoate (n-C14:1)","{}",0,"Y7U_RS17950","reaction",0,,,,"PLIPA2E141pp",,"SBO:0000176",,,,"MNXR102998",0
8,8,8,"PE160abcpp","Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)","atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PE160abcpp",,"SBO:0000185",,"rxn09076",,"MNXR102444",0
8,8,8,"PE161abcpp","Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)","atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) --> ADP C10H12N5O10P2 + H+ + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PE161abcpp",,"SBO:0000185",,,,"MNXR102445",0.0000000000000008881784197001252
12,12,12,"PROGLYtex","L-Prolinylglycine transport via diffusion (extracellular to periplasm)","progly_e <=> progly_p","L-Prolinylglycine <=> L-Prolinylglycine","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"PROGLYtex",,"SBO:0000185",,"rxn09190",,"MNXR103191",0
2,2,2,"LYStex","L-lysine transport via diffusion (extracellular to periplasm)","lys__L_e <=> lys__L_p","L-Lysine <=> L-Lysine","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",-7.832592592592584,,,,"LYStex",,"SBO:0000185","META:TRANS-RXN0-569","rxn10834|rxn08856","7984","MNXR101269",-0
22,22,22,"LYXtex","L-Lyxose transport via diffusion (extracellular to periplasm)","lyx__L_e <=> lyx__L_p","L-Lyxose <=> L-Lyxose","{}",0,"Y7U_RS01230 or Y7U_RS04825 or Y7U_RS07240 or Y7U_RS11575","reaction",0,,,,"LYXtex",,"SBO:0000185",,"rxn08859",,"MNXR101272",0
10,10,10,"2AGPE181tipp","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)","2agpe181_p --> 2agpe181_c","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) --> 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)","{}",0,"Y7U_RS14735","reaction",0,,,,"2AGPE181tipp",,"SBO:0000185",,,,"MNXR94756",-0.0000000000000004440892098500626
12,12,12,"PE180abcpp","Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)","atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PE180abcpp",,"SBO:0000185",,"rxn09078",,"MNXR102450",0
8,8,8,"PE181abcpp","Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)","atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) --> ADP C10H12N5O10P2 + H+ + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PE181abcpp",,"SBO:0000185",,,,"MNXR102459",-0.0000000000000008881784197001252
12,12,12,"PG120abcpp","Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)","atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerol (didodecanoyl, n-C12:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerol (didodecanoyl, n-C12:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PG120abcpp",,"SBO:0000185",,,,"MNXR102516",0.0000000000000004440892098500626
12,12,12,"PG140abcpp","Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)","atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PG140abcpp",,"SBO:0000185",,,,"MNXR102517",0
12,12,12,"2AGPG120tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)","2agpg120_p --> 2agpg120_c","2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) --> 2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)","{}",0,"Y7U_RS14735","reaction",0,,,,"2AGPG120tipp",,"SBO:0000185",,,,"MNXR94764",-0.0000000000000004440892098500626
8,8,8,"PLIPA2E160pp","Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)","h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p","H2O H2O + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) --> 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + H+ + Hexadecanoate (n-C16:0)","{}",0,"Y7U_RS17950","reaction",0,,,,"PLIPA2E160pp",,"SBO:0000176",,,,"MNXR102999",0.0000000000000008881784197001252
12,12,12,"2AGPG140tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)","2agpg140_p --> 2agpg140_c","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) --> 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)","{}",0,"Y7U_RS14735","reaction",0,,,,"2AGPG140tipp",,"SBO:0000185",,,,"MNXR94765",0
12,12,12,"2AGPG141tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)","2agpg141_p --> 2agpg141_c","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) --> 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)","{}",0,"Y7U_RS14735","reaction",0,,,,"2AGPG141tipp",,"SBO:0000185",,,,"MNXR94766",-0.0000000000000004440892098500626
12,12,12,"PG141abcpp","Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)","atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PG141abcpp",,"SBO:0000185",,,,"MNXR102518",0
8,8,8,"PG160abcpp","Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)","atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerol (dihexadecanoyl, n-C16:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerol (dihexadecanoyl, n-C16:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PG160abcpp",,"SBO:0000185",,"rxn09088",,"MNXR102519",0
8,8,8,"PG161abcpp","Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)","atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PG161abcpp",,"SBO:0000185",,"rxn09089",,"MNXR102520",-0.0000000000000003391384395534658
12,12,12,"PG180abcpp","Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)","atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerol (dioctadecanoyl, n-C18:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerol (dioctadecanoyl, n-C18:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PG180abcpp",,"SBO:0000185",,"rxn09090",,"MNXR102521",0
10,10,10,"2AGPG160tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)","2agpg160_p --> 2agpg160_c","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) --> 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)","{}",0,"Y7U_RS14735","reaction",0,,,,"2AGPG160tipp",,"SBO:0000185",,,,"MNXR94767",-0.0000000000000004440892098500626
8,8,8,"PG181abcpp","Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)","atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PG181abcpp",,"SBO:0000185",,,,"MNXR102524",0
10,10,10,"2AGPG161tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)","2agpg161_p --> 2agpg161_c","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) --> 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)","{}",0,"Y7U_RS14735","reaction",0,,,,"2AGPG161tipp",,"SBO:0000185",,,,"MNXR94768",-0.007407407407409023
8,8,8,"PLIPA2E161pp","Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)","h2o_p + pe161_p --> 1agpe161_p + h_p + hdcea_p","H2O H2O + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) --> 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + H+ + Hexadecenoate (n-C16:1)","{}",0,"Y7U_RS17950","reaction",0,,,,"PLIPA2E161pp",,"SBO:0000176",,,,"MNXR103000",-0.0000000000000004440892098500626
12,12,12,"2AGPG180tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)","2agpg180_p --> 2agpg180_c","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) --> 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)","{}",0,"Y7U_RS14735","reaction",0,,,,"2AGPG180tipp",,"SBO:0000185",,,,"MNXR94769",-0.0000000000000004440892098500626
12,12,12,"PGP120abcpp","Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)","atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PGP120abcpp",,"SBO:0000185",,,,"MNXR102550",-0.014814814814812859
12,12,12,"PGP140abcpp","Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)","atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c","ATP C10H12N5O13P3 + H2O H2O + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0) --> ADP C10H12N5O10P2 + H+ + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0) + Phosphate","{}",0,"Y7U_RS04745","reaction",0,,,,"PGP140abcpp",,"SBO:0000185",,,,"MNXR102551",-0.014814814814814146
14,14,14,"PLIPA2E180pp","Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)","h2o_p + pe180_p --> 1agpe180_p + h_p + ocdca_p","H2O H2O + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) --> 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + H+ + Octadecanoate (n-C18:0)","{}",0,"Y7U_RS17950","reaction",0,,,,"PLIPA2E180pp",,"SBO:0000176",,,,"MNXR143296",0.0000000000000008881784197001252
